name,onlineorder,booktable,rate,location,cuisines,cost,type,city,Mean Rating
Hyderabad Biryaani House,TRUE,FALSE,41,Koramangala 5th Block,Biryani North Indian Chinese Hyderabadi,750,Delivery,Koramangala 7th Block,38
Upahara Darshini,TRUE,FALSE,39,Jayanagar,South Indian North Indian Chinese,400,Delivery,Koramangala 7th Block,381
Pathaan Sir,TRUE,FALSE,39,BTM,Rolls Chinese,300,Delivery,Koramangala 7th Block,341
Biryani Palace,TRUE,FALSE,39,HSR,Biryani Hyderabadi Chinese,600,Delivery,Koramangala 7th Block,371
MealerIn,TRUE,FALSE,42,Koramangala 4th Block,North Indian Biryani,450,Delivery,Koramangala 7th Block,392
ManiS Dum Biryani,TRUE,FALSE,39,Koramangala 1st Block,Biryani,750,Delivery,Koramangala 7th Block,377
Mad Over Donuts,TRUE,FALSE,42,Koramangala 7th Block,Bakery Desserts Beverages,450,Delivery,Koramangala 7th Block,388
Grow Fit,TRUE,FALSE,4,Koramangala 6th Block,Healthy Food North Indian Thai,500,Delivery,Koramangala 7th Block,38
Rang De Basanthi,TRUE,FALSE,37,Koramangala 4th Block,North Indian South Indian Chinese,400,Delivery,Koramangala 7th Block,345
Dosa Plaza,TRUE,FALSE,38,Koramangala 5th Block,South Indian North Indian Chinese Beverages,200,Delivery,Koramangala 7th Block,358
Sl Vadapav,TRUE,FALSE,4,Jayanagar,Maharashtrian,100,Delivery,Koramangala 7th Block,384
The Shawarma Shop,TRUE,FALSE,41,BTM,Arabian,250,Delivery,Koramangala 7th Block,397
Grazers,TRUE,TRUE,39,Jayanagar,Cafe Burger Continental Italian Desserts,650,Delivery,Koramangala 7th Block,371
Stoned Monkey,TRUE,FALSE,41,Koramangala 6th Block,Desserts Ice Cream,500,Delivery,Koramangala 7th Block,394
The Pancake Story,TRUE,FALSE,46,Koramangala 1st Block,Desserts Beverages,300,,,
Bubble Bee,TRUE,FALSE,39,HSR,Beverages Bubble Tea Desserts,400,Delivery,Koramangala 7th Block,371
Gud Dhani,TRUE,FALSE,4,BTM,Rajasthani,500,Delivery,Koramangala 7th Block,384
Patio 805,TRUE,TRUE,4,Jayanagar,Thai Vietnamese Asian Chinese,12,,,
Paisa Vasool,TRUE,FALSE,33,Koramangala 7th Block,North Indian,400,Delivery,Koramangala 7th Block,294
Chokha Chowka,TRUE,FALSE,39,BTM,North Indian Chinese,400,Delivery,Koramangala 7th Block,37
Odissi Restaurant,TRUE,FALSE,29,BTM,Oriya,200,Delivery,Koramangala 7th Block,24
Cafemoto,TRUE,FALSE,4,Koramangala 5th Block,Cafe Continental Italian Burger,800,Delivery,Koramangala 7th Block,384
Cold Stone Creamery,TRUE,FALSE,39,Bannerghatta Road,Ice Cream Desserts,400,Delivery,Koramangala 7th Block,391
Asia Kitchen By Mainland China,TRUE,TRUE,49,Koramangala 5th Block,Asian Chinese Thai Momos,15,,,
Mustard Cafe,TRUE,FALSE,41,Koramangala 3rd Block,Cafe Continental Burger Salad Healthy Food Italian,800,Delivery,Koramangala 7th Block,397
Bangalore Agarwal Bhavan,TRUE,FALSE,39,Jayanagar,Street Food North Indian South Indian,400,Delivery,Koramangala 7th Block,371
One In A Melon,TRUE,FALSE,41,Koramangala 7th Block,Juices Healthy Food,300,Delivery,Koramangala 7th Block,397
Vijayalakshmi Veg,TRUE,FALSE,39,Jayanagar,South Indian,200,Delivery,Koramangala 7th Block,371
Dinepost9,TRUE,FALSE,39,Koramangala 1st Block,North Indian South Indian Chinese Continental,450,Delivery,Koramangala 7th Block,367
Rolla Rappa,TRUE,FALSE,36,HSR,Biryani Fast Food Rolls Momos,400,Delivery,Koramangala 7th Block,332
WhatSinapita,TRUE,FALSE,39,Koramangala 1st Block,Mediterranean Middle Eastern Wraps Rolls,400,Delivery,Koramangala 7th Block,371
Arya Hungry,TRUE,FALSE,43,Koramangala 7th Block,North Indian,450,Delivery,Koramangala 7th Block,423
Hanoi  Vietnamese Cuisine,TRUE,TRUE,44,Koramangala 4th Block,Vietnamese,1,,,
Wtf,TRUE,FALSE,41,Koramangala 5th Block,Cafe Continental,600,Delivery,Koramangala 7th Block,397
Birinz,TRUE,FALSE,41,BTM,Biryani Chinese Mughlai Fast Food Kebab,700,,,
Chai Point,TRUE,FALSE,32,Jayanagar,Tea Beverages Fast Food,250,Delivery,Koramangala 7th Block,367
The Food Dude,TRUE,FALSE,39,Koramangala 6th Block,Fast Food Burger Sandwich Pizza,300,Delivery,Koramangala 7th Block,377
Pani Kum Chai,TRUE,FALSE,39,Jayanagar,Fast Food,200,Delivery,Koramangala 7th Block,371
Marwa Restaurant,TRUE,TRUE,35,Bannerghatta Road,North Indian Chinese Fast Food BBQ,600,Delivery,Koramangala 7th Block,319
Tummy Fuel,TRUE,FALSE,42,Jayanagar,Cafe Beverages Fast Food,400,Delivery,Koramangala 7th Block,408
Bhojohori Manna,TRUE,FALSE,41,Koramangala 6th Block,Bengali Mughlai,650,Delivery,Koramangala 7th Block,377
Zee5 Loft,TRUE,FALSE,44,Koramangala 6th Block,Cafe North Indian Pizza Sandwich Salad,500,Delivery,Koramangala 7th Block,435
Mangalore Pearl,TRUE,FALSE,38,Jayanagar,Mangalorean Seafood Chinese Biryani,650,Delivery,Koramangala 7th Block,358
Vegan Heat,TRUE,FALSE,41,Koramangala 1st Block,Healthy Food Salad,650,Delivery,Koramangala 7th Block,397
Rollin,TRUE,FALSE,4,Koramangala 4th Block,Continental Pizza Chinese,400,Delivery,Koramangala 7th Block,386
Chaatimes,TRUE,FALSE,34,BTM,Street Food Fast Food,200,Delivery,Koramangala 7th Block,34
Royal Calcutta Restaurant,TRUE,FALSE,4,Koramangala 1st Block,North Indian Chinese Bengali,450,Delivery,Koramangala 7th Block,384
Dwaraka Krishna,TRUE,FALSE,37,BTM,North Indian Biryani Chinese,500,Delivery,Koramangala 7th Block,345
Ambur Star Briyani,TRUE,FALSE,37,BTM,Biryani Kebab,400,Delivery,Koramangala 7th Block,328
Mitran Da Junction,TRUE,FALSE,41,Koramangala 6th Block,North Indian,600,Delivery,Koramangala 7th Block,397
Tibetan MotherS Kitchen,TRUE,FALSE,4,Koramangala 7th Block,Tibetan Chinese Momos,500,Delivery,Koramangala 7th Block,384
Firangi Bake,TRUE,FALSE,41,BTM,Mexican Italian,600,Delivery,Koramangala 7th Block,384
Yum In My Tum,TRUE,FALSE,42,BTM,Chinese Continental Fast Food Healthy Food,300,Delivery,Koramangala 7th Block,405
Barbeque Delight,TRUE,FALSE,38,Koramangala 5th Block,Arabian Kerala North Indian Chinese BBQ,800,Delivery,Koramangala 7th Block,348
Delite Chaat House,TRUE,FALSE,39,Koramangala 6th Block,Street Food Gujarati,300,Delivery,Koramangala 7th Block,364
Gorbandh,TRUE,FALSE,41,BTM,Fast Food North Indian,400,Delivery,Koramangala 7th Block,388
Axomi  Taste Of Assam,TRUE,FALSE,41,Koramangala 7th Block,Assamese,500,Delivery,Koramangala 7th Block,395
Occasions,TRUE,FALSE,43,Koramangala 4th Block,Bakery Desserts,400,Delivery,Koramangala 7th Block,423
Momo Rice Noodles,TRUE,FALSE,38,Ejipura,Chinese Momos,600,Delivery,Koramangala 7th Block,358
Chung Wah,TRUE,FALSE,4,Koramangala 5th Block,Chinese Thai Momos Vietnamese,800,Delivery,Koramangala 7th Block,364
El Salver,TRUE,TRUE,39,BTM,North Indian Chinese South Indian,900,Delivery,Koramangala 7th Block,371
Tibetan Kitchen,TRUE,FALSE,43,Koramangala 5th Block,Tibetan Chinese Continental Momos,600,Delivery,Koramangala 7th Block,423
Karahi Kitchen,TRUE,FALSE,41,Koramangala 5th Block,Andhra Biryani Chinese,300,Delivery,Koramangala 7th Block,388
Makers Of Milkshakes,TRUE,FALSE,42,Koramangala 5th Block,Beverages,400,Delivery,Koramangala 7th Block,402
Pin Me Down,TRUE,TRUE,45,BTM,Continental Mexican Chinese North Indian,800,,,
Basmati Delights,TRUE,FALSE,4,BTM,Biryani Chinese Mughlai Fast Food Kebab,500,Delivery,Koramangala 7th Block,384
SmallyS Resto Cafe,TRUE,TRUE,42,Koramangala 5th Block,Cafe Italian Burger American Steak,650,Delivery,Koramangala 7th Block,406
Waffle Head,TRUE,FALSE,4,BTM,Desserts Beverages Bakery Ice Cream,300,Delivery,Koramangala 7th Block,384
Waffle Magic,TRUE,FALSE,41,Koramangala 6th Block,Cafe Desserts,700,Delivery,Koramangala 7th Block,402
Tenzin Kitchen,TRUE,FALSE,42,Koramangala 7th Block,Tibetan Chinese Momos,450,,,
Kairali,TRUE,FALSE,39,BTM,South Indian Seafood Biryani,300,Delivery,Koramangala 7th Block,371
Swathi Deluxe Restaurant,TRUE,FALSE,3,Shanti Nagar,North Indian,500,,,
Stoner,TRUE,FALSE,45,Koramangala 5th Block,Ice Cream Cafe Pizza Burger Desserts Beverages,500,,,
Refresh Juice Junction,TRUE,FALSE,41,Koramangala 1st Block,Juices Fast Food,200,Delivery,Koramangala 7th Block,397
Malabar Bay,TRUE,TRUE,42,BTM,Kerala Seafood Chinese Biryani Juices,800,Delivery,Koramangala 7th Block,407
Sweet Truth,TRUE,FALSE,42,Koramangala 8th Block,Bakery Desserts,500,Delivery,Koramangala 7th Block,384
Tarbouche,TRUE,FALSE,4,Koramangala 5th Block,Turkish Rolls,300,Delivery,Koramangala 7th Block,386
Punjabi Swag,TRUE,FALSE,39,BTM,North Indian,500,Delivery,Koramangala 7th Block,371
Chowpatty,TRUE,FALSE,36,Koramangala 1st Block,North Indian Fast Food Street Food,300,Delivery,Koramangala 7th Block,343
Gramin,TRUE,FALSE,43,Koramangala 7th Block,North Indian,600,,,
Nuts Over Salads Cafe,TRUE,TRUE,44,Koramangala 5th Block,Cafe Salad,800,Delivery,Koramangala 7th Block,439
Wafl Co,TRUE,FALSE,42,Koramangala 5th Block,Desserts Beverages,400,Delivery,Koramangala 7th Block,411
Tawa Ghar Ka,TRUE,FALSE,38,HSR,North Indian,350,Delivery,Koramangala 7th Block,358
The Mylapore Cafe,TRUE,FALSE,41,HSR,South Indian Kerala,200,Delivery,Koramangala 7th Block,397
The Bong Palate,TRUE,FALSE,38,BTM,Bengali North Indian Chinese,300,Delivery,Koramangala 7th Block,358
Desipun,TRUE,TRUE,42,Koramangala 5th Block,North Indian,700,Delivery,Koramangala 7th Block,41
Beer Adda,TRUE,TRUE,43,Koramangala 5th Block,North Indian Chinese Pizza,1,,,
Tetto,TRUE,FALSE,37,Koramangala 1st Block,Continental,12,Delivery,Koramangala 7th Block,345
Koramangala Social,TRUE,FALSE,46,Koramangala 7th Block,American North Indian Chinese Finger Food,15,,,
Kick Out The Jams,TRUE,FALSE,4,Ejipura,Burger American Italian,350,Delivery,Koramangala 7th Block,384
Vakulaa Veg Restaurant,TRUE,FALSE,39,Jayanagar,South Indian North Indian,200,Delivery,Koramangala 7th Block,371
Pasta Street,TRUE,TRUE,45,Koramangala 4th Block,Italian Pizza Salad,13,,,
Bangaliana,TRUE,FALSE,39,Koramangala 7th Block,Bengali,600,Delivery,Koramangala 7th Block,33
The Paramount Hotel,TRUE,FALSE,36,Koramangala 5th Block,North Indian Seafood Biryani Kerala,1,Delivery,Koramangala 7th Block,287
Calorie Express,TRUE,FALSE,36,BTM,Healthy Food,450,Delivery,Koramangala 7th Block,332
Roots,TRUE,TRUE,46,Koramangala 1st Block,North Indian South Indian Chinese Continental Mangalorean,12,Delivery,Koramangala 7th Block,453
Mystique Palate,TRUE,FALSE,41,Jayanagar,Chinese Fast Food,300,Delivery,Koramangala 7th Block,397
The Belgian Waffle Co,TRUE,FALSE,38,Jayanagar,Desserts Beverages,350,Delivery,Koramangala 7th Block,376
McdonaldS,TRUE,FALSE,38,Koramangala 5th Block,Fast Food Burger,500,Delivery,Koramangala 7th Block,329
Tall Blonde French,TRUE,FALSE,43,Koramangala 5th Block,Fast Food,400,,,
Bearfoot Cafe,TRUE,FALSE,42,Koramangala 6th Block,Cafe,600,Delivery,Koramangala 7th Block,41
Nanna Munna Paratha House,TRUE,FALSE,4,BTM,North Indian,300,Delivery,Koramangala 7th Block,384
1722 Urban Bistro,TRUE,TRUE,41,Koramangala 5th Block,North Indian Chinese Fast Food Biryani,600,,,
Tapri By The Corner,TRUE,FALSE,41,Koramangala 5th Block,Fast Food,250,Delivery,Koramangala 7th Block,397
Peace Restaurant,TRUE,FALSE,28,Shanti Nagar,Chinese Tibetan North Indian,500,Delivery,Koramangala 7th Block,28
Canton,TRUE,FALSE,36,Jayanagar,Chinese Seafood Biryani,800,Delivery,Koramangala 7th Block,328
Nasi And Mee,TRUE,TRUE,44,Koramangala 4th Block,Malaysian Thai Singaporean Asian Chinese Momos,1,,,
Crunch Pizzas,TRUE,FALSE,26,BTM,Italian Pizza,600,Delivery,Koramangala 7th Block,222
Anda Ka Funda,TRUE,FALSE,32,BTM,North Indian Chinese Rolls,250,Delivery,Koramangala 7th Block,281
Zangos Grill,TRUE,FALSE,4,Koramangala 1st Block,BBQ Fast Food,300,Delivery,Koramangala 7th Block,384
WatABurger,TRUE,FALSE,39,Jayanagar,Burger Sandwich Beverages,500,Delivery,Koramangala 7th Block,38
Little Kolkata,TRUE,FALSE,39,Ejipura,Bengali North Indian,500,Delivery,Koramangala 7th Block,371
Delicacy,TRUE,FALSE,39,Koramangala 4th Block,Chinese Thai Momos,500,Delivery,Koramangala 7th Block,375
Foodiesthan,TRUE,FALSE,37,HSR,Cafe Fast Food North Indian,600,Delivery,Koramangala 7th Block,345
Krem,TRUE,FALSE,41,Koramangala 5th Block,Desserts Ice Cream Beverages Sandwich,450,Delivery,Koramangala 7th Block,397
Healthie,TRUE,FALSE,39,Koramangala 7th Block,Healthy Food Beverages,600,Delivery,Koramangala 7th Block,371
Sultans Of Spice,TRUE,TRUE,45,Koramangala 5th Block,North Indian Mughlai Salad,13,Delivery,Koramangala 7th Block,448
Shagun Sweets  Foods,TRUE,FALSE,35,BTM,Mithai North Indian Street Food Chinese,400,Delivery,Koramangala 7th Block,321
Bite Me Cupcakes,TRUE,FALSE,41,Koramangala 4th Block,Desserts,300,Delivery,Koramangala 7th Block,402
Wafl,TRUE,FALSE,4,Bannerghatta Road,Cafe Fast Food Desserts Beverages,400,Delivery,Koramangala 7th Block,381
Pappu Chaiwalla,TRUE,FALSE,31,BTM,North Indian Momos Rolls Fast Food,300,Delivery,Koramangala 7th Block,289
Helloo Delhi,TRUE,TRUE,41,Koramangala 4th Block,North Indian,1,Delivery,Koramangala 7th Block,392
DevS Gugababa,TRUE,FALSE,35,BTM,Bengali North Indian Chinese,500,Delivery,Koramangala 7th Block,315
Under The Hood,TRUE,FALSE,4,Koramangala 1st Block,Salad Healthy Food Street Food,300,Delivery,Koramangala 7th Block,384
Cream Stone,TRUE,FALSE,42,Koramangala 5th Block,Desserts Beverages,500,Delivery,Koramangala 7th Block,401
Momo Blues,TRUE,FALSE,39,Koramangala 5th Block,Chinese Momos Nepalese Tibetan,200,Delivery,Koramangala 7th Block,371
GamS Delicacy,TRUE,TRUE,42,Koramangala 7th Block,North Indian Chinese Assamese,800,Delivery,Koramangala 7th Block,41
FriendS Cafe,TRUE,FALSE,39,Koramangala 7th Block,Fast Food American Chinese,600,Delivery,Koramangala 7th Block,371
Habibi Falafel,TRUE,FALSE,43,Koramangala 1st Block,Lebanese Middle Eastern,300,Delivery,Koramangala 7th Block,423
Lucknowiz,TRUE,FALSE,35,Koramangala 1st Block,Lucknowi Chinese,500,Delivery,Koramangala 7th Block,319
Oye Amritsar,TRUE,TRUE,4,Koramangala 6th Block,North Indian,600,,,
SnowOra,TRUE,TRUE,43,Koramangala 4th Block,Desserts Ice Cream Beverages,450,,,
Brooks And Bonds Brewery,TRUE,TRUE,45,Koramangala 5th Block,Continental Mediterranean North Indian Chinese Finger Food,16,,,
BameyS Restro Cafe,TRUE,FALSE,42,Koramangala 5th Block,Chinese Singaporean Thai Asian Nepalese Momos,600,Delivery,Koramangala 7th Block,41
Wow Momo,TRUE,FALSE,39,Koramangala 4th Block,Tibetan Momos,400,Delivery,Koramangala 7th Block,327
Cravy Wings,TRUE,FALSE,42,Bannerghatta Road,American Burger Fast Food,400,Delivery,Koramangala 7th Block,411
Bonsouth,TRUE,TRUE,42,Koramangala 5th Block,Chettinad Andhra Kerala,13,Delivery,Koramangala 7th Block,41
Punjabi Times,TRUE,TRUE,41,Bannerghatta Road,North Indian,1,Delivery,Koramangala 7th Block,397
Sgs Non Veg  Gundu Pulav,TRUE,FALSE,36,Jayanagar,Biryani Fast Food,400,Delivery,Koramangala 7th Block,361
Navami,TRUE,FALSE,35,Jayanagar,Andhra North Indian Chinese Mangalorean Seafood Biryani,750,Delivery,Koramangala 7th Block,319
Rahhams,TRUE,FALSE,26,Shanti Nagar,Mughlai North Indian Chinese,700,Delivery,Koramangala 7th Block,265
Dhaba Bytes,TRUE,FALSE,4,HSR,North Indian,650,Delivery,Koramangala 7th Block,395
Meenu Oota Da Maane,TRUE,TRUE,42,Koramangala 5th Block,Seafood Mangalorean Chinese,800,Delivery,Koramangala 7th Block,41
Subz,TRUE,TRUE,42,Jayanagar,North Indian South Indian,1,Delivery,Koramangala 7th Block,41
Barbeque Station,TRUE,FALSE,28,Koramangala 7th Block,North Indian Chinese BBQ,700,Delivery,Koramangala 7th Block,229
Pizza Stop,TRUE,FALSE,39,Koramangala 4th Block,Pizza Italian,600,Delivery,Koramangala 7th Block,334
Biryani Miya,TRUE,FALSE,38,Koramangala 4th Block,Biryani North Indian,600,Delivery,Koramangala 7th Block,351
Chutney Chang,TRUE,TRUE,41,Jayanagar,North Indian Chinese BBQ,15,Delivery,Koramangala 7th Block,405
Sweet Chariot,TRUE,FALSE,4,Koramangala 7th Block,Bakery Fast Food,500,Delivery,Koramangala 7th Block,362
Zeeshan,TRUE,FALSE,38,Koramangala 7th Block,North Indian Kebab Biryani Rolls,700,Delivery,Koramangala 7th Block,296
Belgian Waffle Factory,TRUE,FALSE,48,Koramangala 5th Block,Desserts,400,,,
China Pearl,TRUE,TRUE,44,Koramangala 6th Block,Chinese,11,Delivery,Koramangala 7th Block,425
Go Italia,TRUE,FALSE,4,Koramangala 6th Block,Italian Pizza Fast Food Salad,750,Delivery,Koramangala 7th Block,384
Toscano,TRUE,TRUE,45,Koramangala 7th Block,Italian Salad,15,Delivery,Koramangala 7th Block,437
DominoS Pizza,TRUE,FALSE,3,Koramangala 4th Block,Pizza Fast Food,400,Delivery,Koramangala 7th Block,332
Rock Stone Ice Cream Factory,TRUE,FALSE,39,BTM,Ice Cream,230,Delivery,Koramangala 7th Block,383
Cream Chemistry,TRUE,FALSE,39,Koramangala 5th Block,Ice Cream Desserts,500,Delivery,Koramangala 7th Block,374
Naati Manae,TRUE,TRUE,39,Koramangala 5th Block,North Indian South Indian Chinese Biryani,700,Delivery,Koramangala 7th Block,371
Min Mini Punjabi Dhaba,TRUE,FALSE,39,Koramangala 7th Block,North Indian,400,Delivery,Koramangala 7th Block,371
Hunger Hitman,TRUE,FALSE,38,Koramangala,North Indian Chinese,300,Delivery,Koramangala 7th Block,358
The Smoke Co,TRUE,TRUE,44,Koramangala 6th Block,American European,25,Delivery,Koramangala 7th Block,431
The Yellow Chilli,TRUE,TRUE,38,Jayanagar,North Indian Mughlai Biryani,12,Delivery,Koramangala 7th Block,358
Ice Cream Works,TRUE,FALSE,41,Jayanagar,Desserts Ice Cream,300,Delivery,Koramangala 7th Block,384
Desi Vdesi,TRUE,FALSE,39,Shanti Nagar,Fast Food North Indian Rolls,250,Delivery,Koramangala 7th Block,371
Curry Leaves,TRUE,FALSE,38,Jayanagar,Andhra North Indian Chinese,600,Delivery,Koramangala 7th Block,372
Petoo,TRUE,FALSE,39,Koramangala 4th Block,North Indian South Indian,300,Delivery,Koramangala 7th Block,358
The Royal Corner  Pai Viceroy,TRUE,TRUE,42,Jayanagar,North Indian Chinese,900,Delivery,Koramangala 7th Block,41
Khan Saheb Grills And Rolls,TRUE,FALSE,39,Jayanagar,Fast Food Rolls,350,Delivery,Koramangala 7th Block,355
Salt  Indian Restaurant Bar  Grill,TRUE,TRUE,44,Koramangala 7th Block,North Indian Mughlai Biryani,15,Delivery,Koramangala 7th Block,435
Sandwichwallas,TRUE,FALSE,39,Jayanagar,Fast Food,200,Delivery,Koramangala 7th Block,374
York St,TRUE,FALSE,44,Koramangala 5th Block,Cafe European Continental,900,Delivery,Koramangala 7th Block,435
Aami Bangali,TRUE,FALSE,36,Koramangala 5th Block,Bengali,700,Delivery,Koramangala 7th Block,318
The House Of Paratha,TRUE,FALSE,37,Koramangala 5th Block,North Indian,200,Delivery,Koramangala 7th Block,345
Koshe Kosha,TRUE,FALSE,4,Koramangala 1st Block,Bengali Seafood,600,Delivery,Koramangala 7th Block,384
Dalma,TRUE,FALSE,39,Koramangala 6th Block,Oriya,600,Delivery,Koramangala 7th Block,371
Grills And Tandoor,TRUE,TRUE,37,Koramangala 5th Block,North Indian Chinese,900,Delivery,Koramangala 7th Block,343
Ulavacharu,TRUE,TRUE,42,Koramangala 5th Block,Andhra North Indian Chinese,900,Delivery,Koramangala 7th Block,41
Tempteys,TRUE,FALSE,42,BTM,Beverages,500,Delivery,Koramangala 7th Block,405
Tunday Kababi,TRUE,FALSE,39,Koramangala 5th Block,North Indian Kebab,500,Delivery,Koramangala 7th Block,367
Rolls  Co,TRUE,FALSE,39,Koramangala 6th Block,Burger Beverages Rolls,400,Delivery,Koramangala 7th Block,371
Lazeez,TRUE,FALSE,31,Koramangala 5th Block,North Indian Mughlai Biryani,600,Delivery,Koramangala 7th Block,265
Sonar Bangala,TRUE,FALSE,38,Koramangala 5th Block,Bengali North Indian,500,Delivery,Koramangala 7th Block,358
Cakewala,TRUE,FALSE,43,Jayanagar,Bakery Desserts,500,Delivery,Koramangala 7th Block,41
WhatS In A Name,TRUE,TRUE,41,Koramangala 5th Block,Finger Food Asian European Italian,12,,,
Cafe Thulp,TRUE,FALSE,41,Koramangala 1st Block,Cafe Burger Italian Salad,1,Delivery,Koramangala 7th Block,376
The Shawarma Inc,TRUE,FALSE,34,Koramangala 5th Block,Arabian Fast Food,200,Delivery,Koramangala 7th Block,302
Mealsbaba,TRUE,FALSE,36,HSR,North Indian,400,Delivery,Koramangala 7th Block,339
Bakingo,TRUE,FALSE,4,Koramangala 1st Block,Bakery Desserts,500,Delivery,Koramangala 7th Block,384
Kuttanadu,TRUE,FALSE,28,HSR,Kerala Chinese Seafood North Indian,700,Delivery,Koramangala 7th Block,229
The Wok Shop,TRUE,FALSE,41,Koramangala 1st Block,Asian Chinese Momos Fast Food Indonesian Korean,500,Delivery,Koramangala 7th Block,399
PabraiS Fresh  Naturelle Icecreams,TRUE,FALSE,42,Brigade Road,Ice Cream,180,Delivery,Koramangala 7th Block,401
Chapati House,TRUE,FALSE,39,Ejipura,North Indian,300,Delivery,Koramangala 7th Block,371
De Thaali,TRUE,FALSE,39,Jayanagar,North Indian Chinese,550,Delivery,Koramangala 7th Block,371
Frozen Bottle,TRUE,FALSE,41,Koramangala 5th Block,Beverages Desserts Ice Cream,400,Delivery,Koramangala 7th Block,392
Laddoos,TRUE,FALSE,34,BTM,North Indian Street Food Mithai,250,Delivery,Koramangala 7th Block,271
Bakers Town,TRUE,FALSE,36,BTM,Cafe Continental Fast Food,600,Delivery,Koramangala 7th Block,334
Aalishan Restaurant  Caterer,TRUE,FALSE,35,Koramangala 7th Block,North Indian Mughlai,650,Delivery,Koramangala 7th Block,319
Maa Di Hatti,TRUE,FALSE,28,Koramangala 1st Block,North Indian,500,Delivery,Koramangala 7th Block,229
Paratha Plaza,TRUE,FALSE,39,Koramangala 5th Block,North Indian,250,Delivery,Koramangala 7th Block,341
Waffle Stories,TRUE,FALSE,4,BTM,Desserts Beverages,300,Delivery,Koramangala 7th Block,38
Sukh Sagar,TRUE,FALSE,38,Jayanagar,South Indian North Indian Chinese Street Food,450,Delivery,Koramangala 7th Block,331
ChungS Chinese Corner,TRUE,FALSE,39,Jayanagar,Chinese,600,Delivery,Koramangala 7th Block,3
Fresh Pressery Cafe,TRUE,FALSE,41,Koramangala 5th Block,Cafe Healthy Food Salad Beverages Desserts,12,Delivery,Koramangala 7th Block,395
Go Native,TRUE,TRUE,43,Jayanagar,Healthy Food Cafe Beverages,800,Delivery,Koramangala 7th Block,423
The Rendezvous,TRUE,FALSE,37,Koramangala 4th Block,Continental Steak Chinese Salad Desserts Seafood Italian,800,Delivery,Koramangala 7th Block,345
Blue Tokai Coffee Roasters,TRUE,FALSE,4,Koramangala 8th Block,Cafe Coffee,400,Delivery,Koramangala 7th Block,384
Meat And Eat,TRUE,FALSE,36,Koramangala 7th Block,Fast Food Burger,500,Delivery,Koramangala 7th Block,323
Punjab Bistro,TRUE,TRUE,44,Koramangala 7th Block,North Indian,15,,,
South Tiffins,TRUE,FALSE,35,HSR,South Indian,150,Delivery,Koramangala 7th Block,328
Tandoor Hut,TRUE,FALSE,41,Koramangala 5th Block,North Indian Mughlai Chinese Rolls,700,Delivery,Koramangala 7th Block,31
Grillopia,TRUE,FALSE,39,BTM,Italian American Fast Food Wraps Rolls Salad,1,Delivery,Koramangala 7th Block,37
Tree Top,TRUE,FALSE,38,Wilson Garden,Continental Chinese North Indian South Indian,1,Delivery,Koramangala 7th Block,358
AnupamS Coast Ii Coast,TRUE,FALSE,41,Koramangala 6th Block,Seafood Mangalorean North Indian Chinese,700,Delivery,Koramangala 7th Block,401
Smoor,TRUE,FALSE,42,Koramangala 7th Block,Desserts Beverages,900,Delivery,Koramangala 7th Block,412
Oldtown Dilli,TRUE,TRUE,41,Koramangala 4th Block,Mughlai North Indian Turkish Afghan,750,Delivery,Koramangala 7th Block,397
Rajesh Restaurant,TRUE,TRUE,35,HSR,North Indian Chinese South Indian Continental,700,Delivery,Koramangala 7th Block,319
Bun Town,TRUE,FALSE,4,BTM,Cafe Bakery,500,Delivery,Koramangala 7th Block,384
Smokey Tribe Restaurant,TRUE,FALSE,38,Koramangala 7th Block,North Eastern Chinese,650,Delivery,Koramangala 7th Block,358
Shaap,TRUE,FALSE,36,Koramangala 5th Block,Kerala Seafood,500,Delivery,Koramangala 7th Block,348
High N Hungry,TRUE,FALSE,29,BTM,North Indian South Indian Chinese Fast Food,700,Delivery,Koramangala 7th Block,242
Funky Punjab,TRUE,FALSE,38,BTM,North Indian Chinese,400,Delivery,Koramangala 7th Block,365
Sreeraj Lassi Bar,TRUE,FALSE,39,Shanti Nagar,Beverages Desserts Juices,150,Delivery,Koramangala 7th Block,38
Biggies Burger N More,TRUE,FALSE,38,Koramangala 6th Block,Cafe Burger Fast Food,400,Delivery,Koramangala 7th Block,377
Little Kitchen,TRUE,FALSE,36,Koramangala 1st Block,Salad Biryani Chinese North Indian Kerala Desserts Seafood South Indian,400,Delivery,Koramangala 7th Block,332
Rooftop Cafe,TRUE,FALSE,41,Jayanagar,Cafe Fast Food Beverages,400,Delivery,Koramangala 7th Block,397
Bubblewrap Waffle Co,TRUE,FALSE,44,Jayanagar,Desserts Beverages,400,Delivery,Koramangala 7th Block,435
Buff Buffet Buff,TRUE,TRUE,45,Koramangala 5th Block,North Indian Chinese Continental Thai Salad,15,Delivery,Koramangala 7th Block,448
Mangala Hotel,TRUE,FALSE,36,Koramangala 1st Block,Kerala Chinese North Indian,300,Delivery,Koramangala 7th Block,332
Burger Lounge,TRUE,FALSE,35,Koramangala 5th Block,Burger Fast Food Beverages,600,Delivery,Koramangala 7th Block,315
MidNight Crunch,TRUE,FALSE,37,HSR,North Indian Chinese,400,Delivery,Koramangala 7th Block,343
Magic Meals,TRUE,FALSE,37,Jayanagar,Fast Food Desserts Beverages,400,Delivery,Koramangala 7th Block,345
Chaiwala,TRUE,FALSE,31,Koramangala 1st Block,Fast Food,100,Delivery,Koramangala 7th Block,268
